transaction_id,user_id,timestamp,amount,merchant_category,city_tier,payment_status,device_type
f2d8828b-28ba-4177-ac30-766becc6c42e,b76c5a48,2024-08-14 19:52:00,306.7,Utilities,Tier 1,Failed,Android
275d4bc2-a25c-447d-b96e-3f21f4c36a51,32e19ff9,2024-03-22 23:55:00,1026.26,Recharge,Tier 2,Success,Android
0b91583d-3ef9-40d5-8954-a39a04883d9a,b0c05b9b,2024-09-23 15:40:00,4211.79,Groceries,Tier 1,Success,Android
d902a7e1-792e-4340-bb2c-309e6e04ebbc,c12078da,2024-06-12 17:05:00,637.15,Food,Tier 1,Success,Android
ab478d88-bf4b-48f3-a885-839d883fba56,ec5f97ba,2024-07-31 13:21:00,4348.44,Recharge,Tier 1,Success,Android
5d3c31f3-429e-4a3b-94ca-8dcf4aee5423,8022a5b9,2024-10-26 22:01:00,28.68,Utilities,Tier 2,Success,Web
066e15d0-e200-4396-be9c-5b8562a2256a,2370da49,2024-06-01 12:54:00,1783.41,Utilities,Tier 1,Success,Android
89a162ff-6137-4772-9b5b-f947556492af,9b8657f8,2024-11-04 07:31:00,738.38,Groceries,Tier 2,Success,Android
fad1b3c8-2671-45aa-811d-255953830757,ab27eec3,2024-07-26 23:10:00,464.61,Recharge,Tier 1,Success,Android
e3ff5406-cdfd-49ef-96f9-2b1a36857bbd,f21fad6c,2024-07-20 18:36:00,742.57,Food,Tier 2,Success,Android
d8295e7a-6ff3-4e4f-92a6-4851f675bac4,b6d7d186,2024-01-26 08:24:00,61.25,Food,Tier 1,Success,Android
50f8bc47-3402-4c4f-927a-e5a8f2019717,30e9a13c,2024-08-03 08:53:00,511.01,Recharge,Tier 2,Success,Web
b7136c97-120b-4cc3-948e-4f93de192144,85db0208,2024-04-24 20:04:00,1021.0,Utilities,Tier 1,Success,Android
c72e7a7b-10d7-4541-9fc3-5edb688fcabe,b0c05b9b,2024-01-11 19:09:00,3918.53,Food,Tier 2,Success,Android
6cf1f2f7-9695-4797-82be-3d0bdbb3741e,72770348,2024-12-24 08:49:00,357.12,Food,Tier 2,Success,Android
69ca4f4a-a993-4a96-a545-e41a164d9938,31dee2a8,2024-03-24 09:06:00,252.1,Food,Tier 1,Success,Web
036c9a02-b55f-4ddb-afdf-06cd71668ed6,206acbf0,2024-07-22 22:12:00,364.27,EMI,Tier 3,Success,Android
25fb619a-8ac0-4dc6-b9ed-9016837a0e6d,3c8d6bf0,2024-06-03 21:38:00,1995.17,Food,Tier 3,Success,Android
d92c5268-2270-4c07-a038-c254a180a76f,6c8495c7,2024-08-07 21:23:00,986.83,Recharge,Tier 1,Success,iOS
4679449a-0b69-458b-a153-6b49d73e328c,9c7d04f3,2024-02-24 13:23:00,352.23,Utilities,Tier 2,Success,Android
cb1b2a14-ba19-457c-9fc0-9097b64152c6,e97b618f,2024-09-24 20:17:00,1231.42,Transport,Tier 2,Success,Android
727585bf-67d4-473b-b296-98b08b21bfbf,6c31f4f4,2024-10-30 08:20:00,747.32,Groceries,Tier 3,Success,Android
0b9edff8-b081-4625-b3e2-0edc2bbd55da,a7ef6676,2024-08-25 18:39:00,2126.8,Groceries,Tier 1,Success,Android
74762702-8760-4877-b6ce-99bd62d34e4e,9ce72b41,2024-04-18 11:51:00,286.44,Groceries,Tier 3,Success,Android
c93fdcc7-075b-401c-bb55-b93b7eb64ac9,f465853c,2024-01-06 16:12:00,448.9,Groceries,Tier 1,Success,Android
5e561ed6-8a8e-45b5-b976-f4251717dbdb,80087a17,2024-08-31 20:45:00,415.49,Recharge,Tier 1,Success,Android
0a47ad9e-7f0a-45f7-bdc5-534205837844,fb0f88d8,2024-05-04 09:42:00,114.87,Groceries,Tier 2,Success,Web
92fe6b8c-ba67-4e4c-9d67-1c744f300099,b1e455b0,2024-10-08 10:22:00,948.94,Recharge,Tier 1,Success,iOS
3ac622d5-eed3-4ed8-9ea4-6a0b8fbde440,e98e3a3a,2024-06-10 03:47:00,909.84,Utilities,Tier 2,Success,iOS
a520b384-5d0e-4ef2-a406-7e2443552f1a,779fb77e,2024-05-21 23:37:00,669.24,EMI,Tier 1,Success,Android
1ab58868-73f3-40b8-a12f-548194dfab30,686caf49,2024-04-26 11:11:00,501.95,Food,Tier 2,Success,Web
61cf5f11-9d92-4a9e-865d-983daf1e6fd5,e32250a5,2024-10-10 09:44:00,121.7,Food,Tier 3,Success,iOS
f152e442-bbea-44cb-b253-3d4c7996c3a7,3301acd7,2024-10-20 09:30:00,401.51,Recharge,Tier 1,Success,Web
7be4fb45-aab1-49c8-ae21-91959e9d0e4a,961174a9,2024-09-01 03:52:00,440.87,Recharge,Tier 1,Success,Android
9895ab43-1f42-498a-872e-91c0dfb2995e,f465853c,2024-03-17 18:19:00,253.98,Medical,Tier 1,Success,Android
10e90ca6-34cd-471e-a667-a282ebb4d6f7,a0fbb6ce,2024-11-12 07:49:00,548.1,Groceries,Tier 3,Success,Android
7af8d4d0-bcec-421c-8564-3302ce75626b,d4a63f3d,2024-08-07 09:36:00,1080.16,Food,Tier 3,Success,iOS
bae44980-f538-42d9-865d-d449cd27381f,0fe6d090,2024-11-16 06:16:00,6395.97,Food,Tier 1,Success,Android
06df966b-f206-4f9a-8574-f3b6a9835616,0c0331d7,2024-07-28 14:44:00,820.16,Recharge,Tier 1,Success,Android
54b5719b-e161-4b0d-973a-d6e2be32866b,588ea49a,2024-08-20 02:43:00,906.02,Utilities,Tier 2,Success,Android
47a64c5a-3d14-46de-b981-2604fac7ca39,a4cb9d76,2024-04-11 13:07:00,608.3,Groceries,Tier 1,Success,Android
2fcd366e-7dd5-4fc2-a700-07270076efec,5bdec723,2024-01-31 05:50:00,66.52,EMI,Tier 3,Failed,Android
c55783d1-a253-47b1-81e0-0abbfa228269,99ed577c,2024-08-27 22:19:00,644.31,Recharge,Tier 1,Success,Android
8c40ae28-1692-4303-8f81-d8bba0882668,1a6a089f,2024-11-02 01:56:00,715.0,Shopping,Tier 2,Success,Android
39d7d784-3a71-42a2-b48c-d332b52cc108,e8fb747b,2024-12-11 18:37:00,12783.24,Food,Tier 2,Success,Android
7f7e3ba1-b4e4-42c8-92d0-53adb0a57ae5,fd2aa8be,2024-03-30 15:33:00,528.04,Recharge,Tier 1,Pending,Android
d9decfcf-b0e2-4bca-8350-246d6cc8cb5d,098eec81,2024-09-08 02:30:00,955.14,Recharge,Tier 1,Success,Android
069e714b-836c-447a-b7b8-3caf23e6f90b,794c7cde,2024-07-29 22:31:00,638.0,Shopping,Tier 1,Success,Android
9b1db703-e214-4753-aee1-8e4f3230ede0,9b399960,2024-02-15 10:16:00,163.63,Food,Tier 2,Success,iOS
1e612f8e-c249-43e5-b2f7-7cd78abed108,ec5f97ba,2024-01-01 21:55:00,2621.2,Recharge,Tier 1,Success,Android
14831b4d-01ee-415c-b39c-5e2fe8e80bc1,779fb77e,2024-09-12 20:28:00,1639.78,Food,Tier 1,Success,Android
04c6a0b2-fa8b-41f9-a4ff-5b2e429b826a,f1aa204d,2024-12-23 15:07:00,1718.55,Medical,Tier 2,Success,Android
4faf076b-3706-4c59-86eb-5548e3383fff,20c07393,2024-10-09 00:35:00,223.35,Food,Tier 3,Failed,Android
0343f9e0-813b-4857-bef2-2eaba96a78a5,84dfa6ed,2024-03-01 20:53:00,3580.84,Recharge,Tier 2,Success,Android
053a4e08-db14-4355-9286-bf93945cfd30,fdcf88c5,2024-09-04 15:15:00,123.69,EMI,Tier 1,Failed,Android
377762e0-deb3-49b3-bc9f-c34407e1538e,63356349,2024-03-10 02:17:00,1345.11,Transport,Tier 1,Failed,Android
70c9328e-6186-4b6e-9725-ca5bf86d3355,a3811742,2024-01-02 09:46:00,9214.62,Transport,Tier 2,Success,iOS
9b3573e3-24b2-4362-8434-f3f73facadd5,e3dcb151,2024-08-16 17:30:00,202.62,Groceries,Tier 2,Success,Web
a36a3cb5-6a2d-4457-9e6f-fcb140125a70,5bcb938f,2024-04-06 22:15:00,337.12,Groceries,Tier 3,Success,Android
3e7e803e-9ac0-4b76-a11a-eb767b1bdf6a,669df094,2024-08-30 22:58:00,749.63,Groceries,Tier 3,Success,Android
97231ce4-1798-4a9f-a20c-874ec95e51bc,7dd273fd,2024-03-18 15:02:00,363.52,Recharge,Tier 2,Success,iOS
9af551e4-72d3-4664-b8df-d20c33bc4932,7c628e69,2024-08-13 03:33:00,103.46,Recharge,Tier 2,Success,Android
a7100d47-755f-45d0-9c4c-e41f80a673f5,4207de91,2024-03-20 02:30:00,722.18,Medical,Tier 1,Success,Android
b6eced53-ae0d-4f05-b54c-86a021160329,aa8a5314,2024-06-17 21:54:00,185.9,Groceries,Tier 1,Success,iOS
a0720314-49f5-476e-9200-4051f3b146b4,6c8495c7,2024-10-04 01:39:00,1174.16,Groceries,Tier 2,Success,Android
0394449c-e64a-47ce-b3ef-0649529682d9,779fb77e,2024-02-16 13:06:00,220.67,Shopping,Tier 3,Success,Android
e77608e8-d2a5-45ac-b815-a03156c0ccc3,4f47f709,2024-01-15 01:20:00,4272.36,Food,Tier 1,Success,Android
98975839-8147-4fbb-82da-c4beaefac158,192c6874,2024-07-29 18:43:00,259.85,Food,Tier 1,Success,Android
16288686-38d8-41f3-afce-c456fc1c8c8b,44f098db,2024-12-15 07:31:00,451.93,EMI,Tier 1,Success,Android
e8833cd5-9cc8-4605-868d-64f3782b98c9,63123674,2024-12-07 00:57:00,1765.56,Recharge,Tier 1,Success,Android
2d95242a-523e-437b-81eb-3ea942417113,1caed59b,2024-06-25 18:19:00,151.86,Medical,Tier 2,Success,Android
cf16e6cc-75ca-4609-962f-0fed4020db70,896e2ce3,2024-07-15 15:06:00,873.89,Groceries,Tier 1,Success,Android
67c29e34-d7a4-412c-9955-ae995d3a85f4,03c7130c,2024-01-12 21:25:00,3192.54,Food,Tier 3,Success,Web
0b5a5df5-8af6-47b3-89d2-0fcf8ff20746,5f2571e4,2024-11-06 23:31:00,96.64,Utilities,Tier 1,Success,Android
a3b1a936-39a5-46ae-83f9-951b64a5b094,bc8240e6,2024-06-29 07:40:00,830.11,Shopping,Tier 2,Success,Android
a4815f40-bca1-42fa-aed5-959c8fa7b2f3,d17cf0b5,2024-03-11 20:06:00,908.56,Shopping,Tier 1,Success,Android
6bfa4b5a-607b-4304-b0ae-22e7415482f7,7d8b2222,2024-07-05 23:08:00,1699.67,Utilities,Tier 1,Success,Android
a091d0d8-2ab5-42c5-8816-31f25531c516,007e5bdf,2024-10-03 11:33:00,150.76,Utilities,Tier 3,Success,iOS
bc0c9b7b-1b82-434d-ae56-0a773e0d1a3c,859df349,2024-09-03 09:47:00,136.38,Groceries,Tier 1,Failed,Android
3ee21fdd-66cd-40e9-901a-9c5907fc28b0,6f1c35f2,2024-04-25 21:46:00,1244.3,Medical,Tier 3,Success,Android
54e5a4d4-2669-4cbe-baed-f9ed51915ef3,e98e3a3a,2024-07-21 00:16:00,949.92,Food,Tier 1,Success,Android
c8d76eed-88ea-4a07-965f-714a801d3545,0a11c95d,2024-07-14 20:23:00,898.38,Shopping,Tier 2,Success,Web
69ad99ed-dae2-45ef-8b6e-7600b2d2459f,fa647fe5,2024-06-16 19:14:00,1008.01,Food,Tier 3,Failed,Android
e1fc9496-74ad-420d-ab74-d5e500b40545,3dca62b5,2024-07-28 03:08:00,294.11,Utilities,Tier 1,Success,Android
594cd2e1-7999-4718-8d07-79b1d2e4ff0d,422cbcc9,2024-10-02 04:24:00,878.93,Groceries,Tier 3,Success,Android
038f4281-b445-4b89-bef4-4a4954c6d840,dccce346,2024-10-27 23:46:00,945.47,Utilities,Tier 2,Success,Android
5bff015a-f9a3-42d7-8921-a57ebb91d3e5,d7627a0d,2024-05-23 01:44:00,282.25,Food,Tier 1,Success,Android
0be53589-51e0-4727-8c0b-02cf45d84185,ff62e346,2024-12-17 11:34:00,6241.21,Medical,Tier 1,Success,Android
ac39b7de-78e2-423d-b49a-3099b1464596,f21fad6c,2024-03-03 14:05:00,1174.5,Food,Tier 2,Pending,Android
8ee00bf4-306a-4d49-9e76-70933e943e19,53e8b349,2024-06-19 07:08:00,159.24,EMI,Tier 1,Success,Android
a365d60e-ce12-47a3-a86b-0404154ef0a9,f81bc99e,2024-04-20 07:21:00,1462.44,Food,Tier 3,Success,iOS
b02cd1a8-1b95-45bc-9d6f-ad4b6788a83c,c1c0235f,2024-03-15 04:34:00,206.52,Transport,Tier 1,Success,Android
8a3a773b-dc36-436d-bf1d-c6d089a984b3,9b399960,2024-07-02 07:37:00,1710.43,Food,Tier 1,Success,Android
eff11b8d-9871-4dc4-aa5d-5995641291cb,32e19ff9,2024-02-28 23:04:00,2671.28,Recharge,Tier 1,Success,Android
7cf56fd4-7212-429b-91fd-e8d8651be4f0,44116de9,2024-04-23 19:02:00,248.43,Transport,Tier 3,Success,Android
3c9118af-969e-44bd-9394-d7e0f9756f2b,95808bf2,2024-01-16 01:30:00,2113.4,Recharge,Tier 2,Success,iOS
cef942e3-f5c0-402f-918c-af9ad756b988,0e0f6a74,2024-02-07 02:20:00,1091.53,Food,Tier 1,Success,Android
44bed970-3ece-4d41-b4e8-cfbac521398b,b5733749,2024-12-30 10:24:00,1783.75,EMI,Tier 2,Success,Android
965dd0a3-6d65-4cdf-84e0-9711dc91cd35,169eb9e8,2024-12-25 03:54:00,6477.9,Shopping,Tier 2,Success,Android
f0780044-2b4d-4333-99f7-d640da009987,2f46e4fb,2024-08-19 07:26:00,495.48,Transport,Tier 1,Success,Android
f37cf56e-2902-4571-8634-4b4a5b4bba8b,cc9e6d51,2024-06-09 21:16:00,269.22,Utilities,Tier 2,Success,Android
dedb5f35-63c0-4f35-8338-6b93eb524302,e3ff9d5c,2024-02-13 02:27:00,228.74,Shopping,Tier 1,Success,Android
0d24adba-cb2d-4d9f-a085-b7ce1d8f34cf,d0e7553c,2024-10-14 17:21:00,249.89,Food,Tier 1,Success,iOS
58baf25e-6469-4db6-823e-082037aa4c90,2ebc2cc3,2024-01-27 09:38:00,606.36,Groceries,Tier 2,Success,Android
5a41a0e9-415a-4a58-8007-f1ac4d62fc04,a5bc9869,2024-04-24 03:22:00,1001.63,EMI,Tier 1,Success,Android
e480a32d-c6e1-47a4-94da-d8f24f096bd7,678692bc,2024-08-07 17:49:00,927.07,Shopping,Tier 2,Success,Android
0043d2ff-7302-4501-abf7-5646aafa88db,f1aa204d,2024-12-02 22:17:00,1794.75,Food,Tier 2,Success,Android
f1452e6c-d06f-45d0-9568-8fdea2052977,d6571dc3,2024-01-04 05:55:00,675.6,EMI,Tier 1,Success,Android
bc4d39fb-333c-4ab4-ba87-0773d7f8abf1,1c835bab,2024-01-16 02:47:00,3805.65,Food,Tier 1,Success,Android
9c2e914e-0aec-4265-9922-b3a864b5bfe9,f465853c,2024-06-15 18:38:00,484.16,Utilities,Tier 1,Success,Android
a58f402c-01b3-4c9b-95ce-244869d73554,0fe6d090,2024-02-11 08:28:00,17399.61,Recharge,Tier 2,Success,Android
9604cfb3-dc03-4741-8081-7242c9dfd978,04dd6fdd,2024-09-19 03:22:00,1409.23,Food,Tier 2,Success,Android
0fbeeec8-a1f2-4c51-ac69-fd9ac2ea3e2e,0ae2bbe9,2024-06-06 01:14:00,237.8,Medical,Tier 1,Success,Web
8cdfc595-e7f1-49e8-955d-f78298ffaf89,b6d7d186,2024-03-11 08:18:00,184.0,Food,Tier 2,Success,Android
674e9d98-d4e3-4a49-bbfb-c11e2c7f5c2b,007e5bdf,2024-09-29 22:14:00,1186.74,EMI,Tier 2,Success,Android
028f3f7d-3ffe-4d08-a36c-7b76562436b0,22a8d4e5,2024-01-22 13:01:00,508.69,Utilities,Tier 3,Success,Android
b603463e-0bd3-4731-9bd2-93c76e138e06,cadbc43e,2024-12-29 20:26:00,1566.82,Food,Tier 1,Success,iOS
72029735-9ce6-4421-ad31-d9e9e8981df0,96567c36,2024-11-12 14:53:00,1173.66,Utilities,Tier 1,Success,Android
a10409dc-1038-4fb6-b818-63a17a9ddbb5,bfdf61db,2024-10-28 12:33:00,609.48,Groceries,Tier 1,Success,Android
5d15d0f1-91e0-499a-b70a-30d099682e7e,ba563d74,2024-03-27 02:32:00,240.77,Food,Tier 2,Failed,Android
5594bb0f-0d1f-4c39-ab61-0e7e8c690235,552dbc97,2024-11-26 04:15:00,108.01,Food,Tier 1,Success,iOS
4346bfb2-f4c1-4894-b539-5488ea55320a,d41fffdf,2024-12-01 02:11:00,389.23,Shopping,Tier 2,Success,iOS
71b3b78b-6651-4c6e-9976-1df144cef121,100061c3,2024-08-17 21:59:00,1858.79,EMI,Tier 2,Success,iOS
d0535060-0923-4ee7-aabc-a17219157855,9c4dbe84,2024-11-17 10:09:00,859.98,Food,Tier 1,Success,Android
202a1725-176d-4533-af74-969790d0729c,c843d8aa,2024-01-29 11:32:00,149.17,Groceries,Tier 2,Success,iOS
ccfc67c5-bd47-40c5-87c7-2398e635c339,fd06d7a4,2024-02-09 20:55:00,818.78,Food,Tier 2,Success,Android
7c5fbaf0-e698-45b1-affd-232c40921fab,cc410339,2024-01-22 14:58:00,1056.15,EMI,Tier 1,Success,Android
bf0e4ac6-7fcd-4762-ac66-8c8cd80c6cdc,669df094,2024-02-01 14:06:00,230.3,Utilities,Tier 1,Success,Android
3e2fcb02-28b6-46e3-8f98-48e35907745f,91f74973,2024-03-29 01:15:00,799.89,Recharge,Tier 1,Success,Android
8a936b3d-3fe4-40f9-9b2e-ba2f73aca0cf,3e091850,2024-07-09 09:24:00,713.26,Shopping,Tier 2,Success,Android
d723bb02-3ca0-4ac8-8a1c-4acb7e7dd65e,03e773bd,2024-06-20 02:21:00,168.75,EMI,Tier 1,Success,iOS
e4735cce-6fde-432a-bb54-729499d66a95,30e9a13c,2024-11-04 04:21:00,1021.82,EMI,Tier 1,Success,Web
aa9aacd8-91e8-4d69-b26d-ae538490fbda,f80f2287,2024-12-23 21:25:00,1303.67,EMI,Tier 3,Success,Android
5467a04c-0f69-4662-8ff1-23db99eb9cba,b1e455b0,2024-06-17 04:42:00,2439.78,Transport,Tier 2,Success,Android
e7aa0120-9f93-4502-a145-e8dbf9207714,cc17b8b2,2024-11-26 21:27:00,2355.63,Groceries,Tier 1,Success,Android
9fd3da50-d55f-4370-b39c-8aa512a03256,c12078da,2024-09-05 06:14:00,127.33,Food,Tier 1,Success,Android
d334c73a-be7c-47f5-bc2d-53d6098eeb54,f041e000,2024-10-03 23:56:00,215.86,Food,Tier 1,Success,Android
