transaction_id,user_id,timestamp,amount,merchant_category,city_tier,payment_status,device_type,hour,day_name,month,month_name,week,is_weekend,quarter,time_of_day,amount_bucket,user_mean,user_std,amt_zscore,flag_amount,flag_night,flag_velocity,fraud_score,fraud_risk
6faa65a2-e002-44c7-bb7d-f6126167f039,ede25713,2024-05-15 04:15:00,889.23,EMI,Tier 1,Success,iOS,4,Wednesday,5,May,20,False,2,Late Night,Mid(₹500-2K),776.695294117647,519.0575195019052,0.21680584839680753,False,False,False,0,Clean
91a36655-1baf-4723-b501-46ed3dcb4c38,c12078da,2024-07-23 11:14:00,66.96,Recharge,Tier 1,Success,Android,11,Tuesday,7,Jul,30,False,3,Morning,Micro(<₹100),758.1689473684211,709.0356644132519,-0.9748577992059356,False,False,False,0,Clean
7f10ec64-ac10-444f-8878-903973cba719,7962ebdc,2024-11-17 05:50:00,83.94,Recharge,Tier 1,Success,Web,5,Sunday,11,Nov,46,True,4,Late Night,Micro(<₹100),1599.8923529411763,2786.15935419739,-0.5441010940947695,False,False,False,0,Clean
9e8107b0-853f-4a69-b1f4-121fb42f64e4,78f36abf,2024-09-27 08:35:00,338.75,Utilities,Tier 2,Success,iOS,8,Friday,9,Sep,39,False,3,Morning,Small(₹100-500),558.8373333333333,735.2286522520602,-0.2993454249357521,False,False,False,0,Clean
5ad1a451-0a67-49c2-ab0f-ebebf98e26a6,4681b457,2024-05-16 20:21:00,197.28,Groceries,Tier 1,Success,iOS,20,Thursday,5,May,20,False,2,Evening,Small(₹100-500),682.728,1235.1314725462573,-0.39303346306870124,False,False,False,0,Clean
25e3f99b-c1ff-4d58-a2f5-596b397236cb,4d41d2d2,2024-05-14 16:48:00,969.81,Recharge,Tier 1,Success,iOS,16,Tuesday,5,May,20,False,2,Afternoon,Mid(₹500-2K),1272.4814285714285,1631.5039525397592,-0.18551682213227894,False,False,False,0,Clean
961a3d27-a452-4d76-bedb-4bfb531d45dc,e5a229d9,2024-01-01 19:20:00,122.15,Food,Tier 3,Success,iOS,19,Monday,1,Jan,1,False,1,Evening,Small(₹100-500),1899.9585714285715,3905.608394107233,-0.4551937603654586,False,False,False,0,Clean
c2fcc67c-e860-4da3-ac62-fb8b481789d5,8cc6a0b5,2024-06-06 07:03:00,3861.37,Transport,Tier 3,Success,Android,7,Thursday,6,Jun,23,False,2,Morning,Large(₹2K-10K),1473.24,1579.8797959971514,1.5115896829940256,False,False,False,0,Clean
cde7a540-5dad-40e5-a713-32ae2a09b177,7dd273fd,2024-02-05 17:49:00,507.28,Food,Tier 2,Success,Android,17,Monday,2,Feb,6,False,1,Evening,Mid(₹500-2K),1660.907,2302.563836392861,-0.501018465488993,False,False,False,0,Clean
c4152cc8-dbdd-4e93-95e9-fa29420a3c0b,9bc96550,2024-11-06 13:13:00,721.28,EMI,Tier 2,Success,Android,13,Wednesday,11,Nov,45,False,4,Afternoon,Mid(₹500-2K),1226.7015,1629.1757448873375,-0.310231417074621,False,False,False,0,Clean
03ffa7dc-a0f3-4989-9299-f51cdffa58f5,b5817c53,2024-12-09 20:23:00,120.34,Utilities,Tier 2,Success,Android,20,Monday,12,Dec,50,False,4,Evening,Small(₹100-500),695.495625,662.512224440362,-0.8681434149926003,False,False,False,0,Clean
5f4b3eaa-08d3-43fb-ba25-201ade04d52c,02c93baa,2024-01-11 18:35:00,346.1,EMI,Tier 1,Success,Android,18,Thursday,1,Jan,2,False,1,Evening,Small(₹100-500),874.7269230769232,754.2202363521393,-0.7008919909570174,False,False,False,0,Clean
c5ede606-c715-44b2-82af-a53d75777f63,3ff44d07,2024-02-04 01:55:00,759.84,Food,Tier 1,Success,Android,1,Sunday,2,Feb,5,True,1,Late Night,Mid(₹500-2K),1018.717,728.8770333122042,-0.35517239282955104,False,False,False,0,Clean
e40ae9c5-5cd6-49fe-bf58-e7db3f061c1e,100061c3,2024-03-08 23:59:00,167.14,EMI,Tier 2,Success,iOS,23,Friday,3,Mar,10,False,1,Night,Small(₹100-500),1016.7521428571429,1141.9572694429141,-0.7439964397893915,False,False,False,0,Clean
5a5613fa-aaa2-4dc5-b98a-88db7f99fc96,795f9108,2024-04-07 03:06:00,1044.02,Recharge,Tier 1,Success,iOS,3,Sunday,4,Apr,14,True,2,Late Night,Mid(₹500-2K),1229.2689285714284,1720.9728688853725,-0.10764198083576365,False,False,False,0,Clean
5688c30d-a031-46ef-9043-bb1b5949a0ee,eacf7f6d,2024-12-10 20:41:00,323.51,Food,Tier 2,Success,Android,20,Tuesday,12,Dec,50,False,4,Evening,Small(₹100-500),1066.16,1538.944764091616,-0.4825709260841209,False,False,False,0,Clean
54c9a348-f411-4f8f-8758-d02ae245e63f,73a87b13,2024-04-08 06:34:00,468.7,Food,Tier 1,Success,iOS,6,Monday,4,Apr,15,False,2,Morning,Small(₹100-500),2371.688333333333,3057.3645207056516,-0.6224276890915565,False,False,False,0,Clean
f255bc2e-569f-4f90-ad1f-baf7d27310eb,5dbf1d87,2024-02-08 14:51:00,323.1,Transport,Tier 1,Success,Android,14,Thursday,2,Feb,6,False,1,Afternoon,Small(₹100-500),1306.3977777777777,938.7258383171218,-1.0474813173786302,False,False,False,0,Clean
2e7977b7-24c6-4a98-8029-506864486b14,53abe28b,2024-01-08 02:59:00,6140.94,Transport,Tier 1,Success,Android,2,Monday,1,Jan,2,False,1,Late Night,Large(₹2K-10K),1513.9395238095237,1885.4512246978866,2.4540547194117304,False,False,False,0,Clean
3180aa71-812e-4c70-9d7d-c9488c88637a,08cc8f7d,2024-05-26 13:44:00,186.93,Shopping,Tier 2,Success,Android,13,Sunday,5,May,21,True,2,Afternoon,Small(₹100-500),2778.4511111111115,3606.333292010198,-0.7186027749716327,False,False,False,0,Clean
f2f2fcc1-f93e-482d-8ba7-8b2ea6fcbc84,52eb1528,2024-04-07 09:13:00,1784.79,Food,Tier 2,Success,Android,9,Sunday,4,Apr,14,True,2,Morning,Mid(₹500-2K),1045.2941176470588,767.1896284007855,0.9639023456227214,False,False,False,0,Clean
d9c0688f-939c-4c33-ba4f-92e67b473dd9,d1fbe090,2024-01-26 18:30:00,153.7,Utilities,Tier 2,Success,Android,18,Friday,1,Jan,4,False,1,Evening,Small(₹100-500),1224.545652173913,1535.342114596276,-0.6974638694487293,False,False,False,0,Clean
af22523a-1976-4e51-87b3-9ee7f5446b9f,73d546ec,2024-04-05 02:38:00,854.6,Shopping,Tier 1,Success,iOS,2,Friday,4,Apr,14,False,2,Late Night,Mid(₹500-2K),808.7444444444444,913.94187596253,0.05017338275178848,False,False,False,0,Clean
daeadecc-4800-46aa-ae88-c13686563b5e,c229ce67,2024-05-06 18:38:00,63.33,EMI,Tier 1,Success,Android,18,Monday,5,May,19,False,2,Evening,Micro(<₹100),1424.3876470588236,2085.3944586802077,-0.6526619658902335,False,False,False,0,Clean
4bcc889e-3a6b-44a5-8915-d67f62a37df6,1ae7f03f,2024-05-13 06:42:00,135.12,Groceries,Tier 1,Success,Android,6,Monday,5,May,20,False,2,Morning,Small(₹100-500),1175.8825,1807.4068271155634,-0.5758318959439532,False,False,False,0,Clean
c130e4ba-7eb1-4b1c-9040-1bcd2c8a0769,a9d51108,2024-08-22 10:59:00,842.38,Utilities,Tier 1,Success,Android,10,Thursday,8,Aug,34,False,3,Morning,Mid(₹500-2K),1020.6911111111112,1280.7638149988693,-0.1392224772615618,False,False,False,0,Clean
776e96c8-6e53-4a74-a2d2-9980d4c072d3,37c4c0eb,2024-02-21 02:34:00,1613.5,Recharge,Tier 1,Success,Android,2,Wednesday,2,Feb,8,False,1,Late Night,Mid(₹500-2K),1270.088947368421,2060.988005533847,0.16662447899235927,False,False,False,0,Clean
c2bc25d1-bf36-4f96-bd53-06ee0a60dc02,28dfae29,2024-05-05 11:18:00,817.0,Recharge,Tier 2,Success,Web,11,Sunday,5,May,18,True,2,Morning,Mid(₹500-2K),1701.0469230769231,2383.793813491373,-0.37085712617993694,False,False,False,0,Clean
734d32b5-a96c-4f04-a1a0-817f874b6997,3497a88e,2024-11-30 16:00:00,578.95,Transport,Tier 1,Success,Web,16,Saturday,11,Nov,48,True,4,Afternoon,Mid(₹500-2K),718.9484210526316,798.8414296499315,-0.1752518282808413,False,False,False,0,Clean
660a17dc-0419-4af7-bb0e-d543b1d204e5,b9407fe3,2024-03-09 08:07:00,463.44,Food,Tier 2,Success,Android,8,Saturday,3,Mar,10,True,1,Morning,Small(₹100-500),681.6735714285714,650.2315271040845,-0.3356244081250741,False,False,False,0,Clean
2324c237-78b7-46ef-b211-48c1bc6c8c5c,ba563d74,2024-06-24 06:43:00,112.82,Transport,Tier 2,Success,iOS,6,Monday,6,Jun,26,False,2,Morning,Small(₹100-500),1411.3392000000001,2187.8272866322577,-0.5935199766151662,False,False,False,0,Clean
e73027c9-06c1-47f3-955f-254504c29d48,88db6f87,2024-01-27 02:40:00,280.39,Transport,Tier 1,Success,Android,2,Saturday,1,Jan,4,True,1,Late Night,Small(₹100-500),831.8325,784.1169640429928,-0.7032656163395601,False,False,False,0,Clean
ac849eea-4da7-4dc7-ab5b-11df7433ea53,8d9f6c4a,2024-05-14 05:47:00,382.69,EMI,Tier 1,Success,Android,5,Tuesday,5,May,20,False,2,Late Night,Small(₹100-500),1508.0538888888889,1823.0483339245736,-0.6172978894455627,False,False,False,0,Clean
7aa5cc1f-2e31-4cac-9c44-a2a676c4cb74,7084335d,2024-12-19 04:34:00,2365.03,Transport,Tier 2,Success,Android,4,Thursday,12,Dec,51,False,4,Late Night,Large(₹2K-10K),855.465,727.6258645099459,2.0746445029365304,False,False,False,0,Clean
772f49db-b23b-49fb-8ac2-0fb1cf08d244,f70ba26e,2024-05-07 21:06:00,80.19,Transport,Tier 3,Success,Android,21,Tuesday,5,May,19,False,2,Night,Micro(<₹100),994.6899999999999,1166.3332298153168,-0.7840812356386404,False,False,False,0,Clean
e1a862cc-cee8-457f-ac96-1e6fffc6114e,a7ef6676,2024-06-19 13:51:00,419.01,Transport,Tier 3,Success,iOS,13,Wednesday,6,Jun,25,False,2,Afternoon,Small(₹100-500),2045.4488235294116,2571.0562297888446,-0.6325955864695295,False,False,False,0,Clean
ae4f8231-23eb-4764-b446-4a229f399646,818a6565,2024-02-25 12:55:00,295.21,Transport,Tier 1,Success,Android,12,Sunday,2,Feb,8,True,1,Afternoon,Small(₹100-500),1446.891111111111,1283.564680016598,-0.8972521050487448,False,False,False,0,Clean
72ee9f6d-7b4d-42cd-bd37-ad8ca1352a8f,0ebf1a38,2024-06-05 07:14:00,1385.77,Shopping,Tier 1,Success,Android,7,Wednesday,6,Jun,23,False,2,Morning,Mid(₹500-2K),1151.4961904761903,1083.1619114632686,0.21628697154548548,False,False,False,0,Clean
05997af8-6b13-4c94-bcf3-9937ae7df104,cc17b8b2,2024-05-22 11:41:00,2292.04,Groceries,Tier 3,Success,Web,11,Wednesday,5,May,21,False,2,Morning,Large(₹2K-10K),2071.7599999999998,3390.9361190323084,0.06496141250306503,False,False,False,0,Clean
e149045c-823e-43f2-baeb-fbc1cff47c77,fb0f88d8,2024-02-29 08:11:00,2033.55,Medical,Tier 1,Success,Android,8,Thursday,2,Feb,9,False,1,Morning,Large(₹2K-10K),1644.0300000000002,2746.81126555184,0.14180806846288524,False,False,False,0,Clean
3417e635-9906-4e28-a32d-064d8a6e2e6c,b97895ea,2024-06-09 13:38:00,242.97,Food,Tier 3,Success,Android,13,Sunday,6,Jun,23,True,2,Afternoon,Small(₹100-500),1262.3483333333334,1521.3448891465582,-0.6700507824397285,False,False,False,0,Clean
dc36ec56-2893-4a45-872b-6d0312118511,6c8495c7,2024-04-10 11:27:00,989.81,Utilities,Tier 3,Success,Android,11,Wednesday,4,Apr,15,False,2,Morning,Mid(₹500-2K),876.056,803.0020238526354,0.14166091319948618,False,False,False,0,Clean
ef58a6e5-f283-4a20-a724-34298b86ab18,5c7502f9,2024-03-04 23:57:00,2144.48,Recharge,Tier 2,Success,Android,23,Monday,3,Mar,10,False,1,Night,Large(₹2K-10K),1124.8725806451614,1056.9720063368684,0.9646494072141762,False,False,False,0,Clean
24479779-dfdf-406b-97cf-905a4449c72d,907862a5,2024-10-10 04:12:00,374.28,Shopping,Tier 1,Success,Android,4,Thursday,10,Oct,41,False,4,Late Night,Small(₹100-500),891.2444444444445,884.5931608586563,-0.5844092711983414,False,False,False,0,Clean
9adf7abb-5ec9-4c69-b779-2f73010c01ba,92bb4898,2024-10-18 09:25:00,532.3,Transport,Tier 1,Success,iOS,9,Friday,10,Oct,42,False,4,Morning,Mid(₹500-2K),1320.16,2470.6425958418668,-0.3188886977525531,False,False,False,0,Clean
0b5a4958-d364-4431-b8cf-4c74284d1bbd,6acf9636,2024-11-06 20:20:00,176.34,Recharge,Tier 2,Success,iOS,20,Wednesday,11,Nov,45,False,4,Evening,Small(₹100-500),924.0084615384616,1392.190972638968,-0.537044468921687,False,False,False,0,Clean
65ff843e-7d37-4062-8091-0514458a7e81,1c9a0902,2024-03-27 21:05:00,158.31,Recharge,Tier 2,Success,iOS,21,Wednesday,3,Mar,13,False,1,Night,Small(₹100-500),647.761875,455.28075410261965,-1.0750550524911453,False,False,False,0,Clean
6f42819c-c6f6-467c-9817-7f89c73ed124,a95b3c9f,2024-04-30 21:19:00,1763.46,Transport,Tier 1,Success,Web,21,Tuesday,4,Apr,18,False,2,Night,Mid(₹500-2K),669.5875,749.2738275913108,1.4599101953373572,False,False,False,0,Clean
1428eaae-db0b-4a37-a956-6e5b238c7ae7,91942810,2024-11-08 02:29:00,3386.28,Utilities,Tier 2,Success,Android,2,Friday,11,Nov,45,False,4,Late Night,Large(₹2K-10K),1124.5945,1342.298757283564,1.6849345108364826,False,False,False,0,Clean
1c79d98c-aa26-4751-a08b-e0ffa3466204,169eb9e8,2024-07-23 07:09:00,610.08,Shopping,Tier 3,Success,iOS,7,Tuesday,7,Jul,30,False,3,Morning,Mid(₹500-2K),1686.2688888888888,3405.200439609442,-0.316042743437541,False,False,False,0,Clean
3decae39-7e59-43c0-96e2-de25a8e517f8,63123674,2024-08-05 07:11:00,2217.73,Utilities,Tier 2,Success,Android,7,Monday,8,Aug,32,False,3,Morning,Large(₹2K-10K),1371.545,1588.1742128045623,0.5328036390325964,False,False,False,0,Clean
0e37c9dc-c3e9-4d5c-8716-40663439dc15,c88c81f2,2024-03-03 14:08:00,1026.55,Recharge,Tier 2,Success,Android,14,Sunday,3,Mar,9,True,1,Afternoon,Mid(₹500-2K),1356.0838888888889,1323.4676035508737,-0.2489927883423417,False,False,False,0,Clean
275d4bc2-a25c-447d-b96e-3f21f4c36a51,32e19ff9,2024-03-22 23:55:00,1026.26,Recharge,Tier 2,Success,Android,23,Friday,3,Mar,12,False,1,Night,Mid(₹500-2K),1241.471052631579,987.233625377807,-0.21799404629194963,False,False,False,0,Clean
0b91583d-3ef9-40d5-8954-a39a04883d9a,b0c05b9b,2024-09-23 15:40:00,4211.79,Groceries,Tier 1,Success,Android,15,Monday,9,Sep,39,False,3,Afternoon,Large(₹2K-10K),1828.041,1659.8347281679046,1.436136357160775,False,False,False,0,Clean
d902a7e1-792e-4340-bb2c-309e6e04ebbc,c12078da,2024-06-12 17:05:00,637.15,Food,Tier 1,Success,Android,17,Wednesday,6,Jun,24,False,2,Evening,Mid(₹500-2K),758.1689473684211,709.0356644132519,-0.1706810439056939,False,False,False,0,Clean
ab478d88-bf4b-48f3-a885-839d883fba56,ec5f97ba,2024-07-31 13:21:00,4348.44,Recharge,Tier 1,Success,Android,13,Wednesday,7,Jul,31,False,3,Afternoon,Large(₹2K-10K),2616.6116,5305.122584635124,0.3264445585132716,False,False,False,0,Clean
5d3c31f3-429e-4a3b-94ca-8dcf4aee5423,8022a5b9,2024-10-26 22:01:00,28.68,Utilities,Tier 2,Success,Web,22,Saturday,10,Oct,43,True,4,Night,Micro(<₹100),668.1929166666666,656.7296055089894,-0.9737842047961593,False,False,False,0,Clean
066e15d0-e200-4396-be9c-5b8562a2256a,2370da49,2024-06-01 12:54:00,1783.41,Utilities,Tier 1,Success,Android,12,Saturday,6,Jun,22,True,2,Afternoon,Mid(₹500-2K),1795.295294117647,2379.9216404094004,-0.004993985480800282,False,False,False,0,Clean
89a162ff-6137-4772-9b5b-f947556492af,9b8657f8,2024-11-04 07:31:00,738.38,Groceries,Tier 2,Success,Android,7,Monday,11,Nov,45,False,4,Morning,Mid(₹500-2K),560.872,455.35851491199446,0.3898203156128669,False,False,False,0,Clean
fad1b3c8-2671-45aa-811d-255953830757,ab27eec3,2024-07-26 23:10:00,464.61,Recharge,Tier 1,Success,Android,23,Friday,7,Jul,30,False,3,Night,Small(₹100-500),2545.3694444444445,5696.230992356956,-0.36528705511352144,False,False,False,0,Clean
e3ff5406-cdfd-49ef-96f9-2b1a36857bbd,f21fad6c,2024-07-20 18:36:00,742.57,Food,Tier 2,Success,Android,18,Saturday,7,Jul,29,True,3,Evening,Mid(₹500-2K),1753.0223529411765,3449.583429692144,-0.292920108626378,False,False,False,0,Clean
d8295e7a-6ff3-4e4f-92a6-4851f675bac4,b6d7d186,2024-01-26 08:24:00,61.25,Food,Tier 1,Success,Android,8,Friday,1,Jan,4,False,1,Morning,Micro(<₹100),936.7,953.9945145614483,-0.9176677503250056,False,False,False,0,Clean
50f8bc47-3402-4c4f-927a-e5a8f2019717,30e9a13c,2024-08-03 08:53:00,511.01,Recharge,Tier 2,Success,Web,8,Saturday,8,Aug,31,True,3,Morning,Mid(₹500-2K),942.8584615384615,895.270084330665,-0.4823666836375153,False,False,False,0,Clean
b7136c97-120b-4cc3-948e-4f93de192144,85db0208,2024-04-24 20:04:00,1021.0,Utilities,Tier 1,Success,Android,20,Wednesday,4,Apr,17,False,2,Evening,Mid(₹500-2K),1275.7277777777776,1629.2929085831915,-0.1563425314354833,False,False,False,0,Clean
c72e7a7b-10d7-4541-9fc3-5edb688fcabe,b0c05b9b,2024-01-11 19:09:00,3918.53,Food,Tier 2,Success,Android,19,Thursday,1,Jan,2,False,1,Evening,Large(₹2K-10K),1828.041,1659.8347281679046,1.259456116035989,False,False,False,0,Clean
6cf1f2f7-9695-4797-82be-3d0bdbb3741e,72770348,2024-12-24 08:49:00,357.12,Food,Tier 2,Success,Android,8,Tuesday,12,Dec,52,False,4,Morning,Small(₹100-500),1721.7838095238094,2793.9610888727066,-0.48843336256855935,False,False,False,0,Clean
69ca4f4a-a993-4a96-a545-e41a164d9938,31dee2a8,2024-03-24 09:06:00,252.1,Food,Tier 1,Success,Web,9,Sunday,3,Mar,12,True,1,Morning,Small(₹100-500),3336.6505263157896,10380.49453811141,-0.29714870664312126,False,False,False,0,Clean
036c9a02-b55f-4ddb-afdf-06cd71668ed6,206acbf0,2024-07-22 22:12:00,364.27,EMI,Tier 3,Success,Android,22,Monday,7,Jul,30,False,3,Night,Small(₹100-500),985.5,847.2986069232721,-0.7331889783884137,False,False,False,0,Clean
25fb619a-8ac0-4dc6-b9ed-9016837a0e6d,3c8d6bf0,2024-06-03 21:38:00,1995.17,Food,Tier 3,Success,Android,21,Monday,6,Jun,23,False,2,Night,Mid(₹500-2K),1259.1322222222223,995.0511643455121,0.7396984237106053,False,False,False,0,Clean
d92c5268-2270-4c07-a038-c254a180a76f,6c8495c7,2024-08-07 21:23:00,986.83,Recharge,Tier 1,Success,iOS,21,Wednesday,8,Aug,32,False,3,Night,Mid(₹500-2K),876.056,803.0020238526354,0.13794983911563458,False,False,False,0,Clean
4679449a-0b69-458b-a153-6b49d73e328c,9c7d04f3,2024-02-24 13:23:00,352.23,Utilities,Tier 2,Success,Android,13,Saturday,2,Feb,8,True,1,Afternoon,Small(₹100-500),952.8311111111111,991.5245797901858,-0.6057349695135171,False,False,False,0,Clean
cb1b2a14-ba19-457c-9fc0-9097b64152c6,e97b618f,2024-09-24 20:17:00,1231.42,Transport,Tier 2,Success,Android,20,Tuesday,9,Sep,39,False,3,Evening,Mid(₹500-2K),1579.8223529411764,1918.7363442332605,-0.18157906582021835,False,False,False,0,Clean
727585bf-67d4-473b-b296-98b08b21bfbf,6c31f4f4,2024-10-30 08:20:00,747.32,Groceries,Tier 3,Success,Android,8,Wednesday,10,Oct,44,False,4,Morning,Mid(₹500-2K),633.4399999999999,528.2032069922741,0.21559884243880748,False,False,False,0,Clean
0b9edff8-b081-4625-b3e2-0edc2bbd55da,a7ef6676,2024-08-25 18:39:00,2126.8,Groceries,Tier 1,Success,Android,18,Sunday,8,Aug,34,True,3,Evening,Large(₹2K-10K),2045.4488235294116,2571.0562297888446,0.031641150251027296,False,False,False,0,Clean
74762702-8760-4877-b6ce-99bd62d34e4e,9ce72b41,2024-04-18 11:51:00,286.44,Groceries,Tier 3,Success,Android,11,Thursday,4,Apr,16,False,2,Morning,Small(₹100-500),1539.0952631578948,3838.662602360313,-0.32632596112710277,False,False,False,0,Clean
c93fdcc7-075b-401c-bb55-b93b7eb64ac9,f465853c,2024-01-06 16:12:00,448.9,Groceries,Tier 1,Success,Android,16,Saturday,1,Jan,1,True,1,Afternoon,Small(₹100-500),1167.4366666666667,953.8792624485615,-0.7532784231226688,False,False,False,0,Clean
5e561ed6-8a8e-45b5-b976-f4251717dbdb,80087a17,2024-08-31 20:45:00,415.49,Recharge,Tier 1,Success,Android,20,Saturday,8,Aug,35,True,3,Evening,Small(₹100-500),944.9466666666667,888.5830768112805,-0.5958437432396814,False,False,False,0,Clean
0a47ad9e-7f0a-45f7-bdc5-534205837844,fb0f88d8,2024-05-04 09:42:00,114.87,Groceries,Tier 2,Success,Web,9,Saturday,5,May,18,True,2,Morning,Small(₹100-500),1644.0300000000002,2746.81126555184,-0.5567037019169896,False,False,False,0,Clean
92fe6b8c-ba67-4e4c-9d67-1c744f300099,b1e455b0,2024-10-08 10:22:00,948.94,Recharge,Tier 1,Success,iOS,10,Tuesday,10,Oct,41,False,4,Morning,Mid(₹500-2K),1971.804090909091,3109.902384570721,-0.3289055296345847,False,False,False,0,Clean
3ac622d5-eed3-4ed8-9ea4-6a0b8fbde440,e98e3a3a,2024-06-10 03:47:00,909.84,Utilities,Tier 2,Success,iOS,3,Monday,6,Jun,24,False,2,Late Night,Mid(₹500-2K),891.2524999999999,566.5256951656252,0.03280963274678299,False,False,False,0,Clean
a520b384-5d0e-4ef2-a406-7e2443552f1a,779fb77e,2024-05-21 23:37:00,669.24,EMI,Tier 1,Success,Android,23,Tuesday,5,May,21,False,2,Night,Mid(₹500-2K),972.328,1255.1731950167562,-0.24147105849878656,False,False,False,0,Clean
1ab58868-73f3-40b8-a12f-548194dfab30,686caf49,2024-04-26 11:11:00,501.95,Food,Tier 2,Success,Web,11,Friday,4,Apr,17,False,2,Morning,Mid(₹500-2K),1564.1282352941178,1585.7359426234689,-0.6698329821148102,False,False,False,0,Clean
61cf5f11-9d92-4a9e-865d-983daf1e6fd5,e32250a5,2024-10-10 09:44:00,121.7,Food,Tier 3,Success,iOS,9,Thursday,10,Oct,41,False,4,Morning,Small(₹100-500),968.2268421052632,871.3258109217026,-0.971538810734636,False,False,False,0,Clean
f152e442-bbea-44cb-b253-3d4c7996c3a7,3301acd7,2024-10-20 09:30:00,401.51,Recharge,Tier 1,Success,Web,9,Sunday,10,Oct,42,True,4,Morning,Small(₹100-500),1287.7722727272728,1926.180949198827,-0.46011371522281097,False,False,False,0,Clean
7be4fb45-aab1-49c8-ae21-91959e9d0e4a,961174a9,2024-09-01 03:52:00,440.87,Recharge,Tier 1,Success,Android,3,Sunday,9,Sep,35,True,3,Late Night,Small(₹100-500),2035.7269230769232,3527.6931887150295,-0.45209626737915193,False,False,False,0,Clean
9895ab43-1f42-498a-872e-91c0dfb2995e,f465853c,2024-03-17 18:19:00,253.98,Medical,Tier 1,Success,Android,18,Sunday,3,Mar,11,True,1,Evening,Small(₹100-500),1167.4366666666667,953.8792624485615,-0.9576229430985511,False,False,False,0,Clean
10e90ca6-34cd-471e-a667-a282ebb4d6f7,a0fbb6ce,2024-11-12 07:49:00,548.1,Groceries,Tier 3,Success,Android,7,Tuesday,11,Nov,46,False,4,Morning,Mid(₹500-2K),1495.7621052631578,2817.422936748678,-0.33635777323399135,False,False,False,0,Clean
7af8d4d0-bcec-421c-8564-3302ce75626b,d4a63f3d,2024-08-07 09:36:00,1080.16,Food,Tier 3,Success,iOS,9,Wednesday,8,Aug,32,False,3,Morning,Mid(₹500-2K),1923.4990476190478,4789.245937041555,-0.17609015254288668,False,False,False,0,Clean
bae44980-f538-42d9-865d-d449cd27381f,0fe6d090,2024-11-16 06:16:00,6395.97,Food,Tier 1,Success,Android,6,Saturday,11,Nov,46,True,4,Morning,Large(₹2K-10K),2778.1426666666666,4844.150427991132,0.7468445472767132,False,False,False,0,Clean
